# Accumulated Timestep,Time,Monitor Point: inlet solute 1 (SolIn1),Monitor Point: inlet solute 2 (SolIn2),Monitor Point: outlet solute 1 (SolOut1),Monitor Point: outlet solute 2 (SolOut2)
1,0.050000001,4.8509001e-21,-4.4603999e-07,-2.9409001e-14,3.1431125e-41
2,0.1,2.644e-21,-5.9592998e-07,-6.3693002e-14,-5.0062998e-16
3,0.15000001,4.7102998e-22,-6.0632999e-07,-1.2149e-13,-1.8921e-14
4,0.2,1.2407e-21,-5.9796997e-07,-2.2025001e-13,-3.6705e-13
5,0.25,9.6169995e-22,-5.9531999e-07,-3.8490001e-13,-3.3901e-12
6,0.30000001,1.8593001e-21,-5.9694003e-07,-6.7638999e-13,-1.9628001e-11
7,0.34999999,4.6771999e-21,-5.9759998e-07,-1.321e-12,-9.6522998e-11
8,0.40000001,1.244e-20,-5.9758997e-07,-3.1418999e-12,-3.5857001e-10
9,0.44999999,-5.7572998e-20,-5.9681003e-07,-8.6931998e-12,-1.2915e-09
10,0.5,-1.3746e-19,-5.9767001e-07,-2.4481001e-11,-4.9816999e-09
11,0.55000001,-1.2081e-19,-5.9688e-07,-6.7308999e-11,-1.5638999e-08
12,0.60000002,-1.5912e-19,-5.9731002e-07,-1.7679e-10,-3.6277999e-08
13,0.64999998,-1.4924999e-19,-5.9734998e-07,-4.4988999e-10,-6.1733999e-08
14,0.69999999,-9.7440002e-20,-5.9744002e-07,-1.1902e-09,-8.4900996e-08
15,0.75,-1.403e-19,-5.9688e-07,-3.2830001e-09,-1.0606e-07
16,0.80000001,-1.3045e-19,-5.9781001e-07,-8.7591996e-09,-1.3615001e-07
17,0.85000002,-5.3135998e-20,-5.9696998e-07,-2.1110999e-08,-1.9009001e-07
18,0.89999998,-5.4805e-20,-5.9734998e-07,-4.4303e-08,-2.6853999e-07
19,0.94999999,-4.8739e-20,-5.9736999e-07,-8.0229e-08,-3.5584e-07
20,1,-3.4046001e-20,-5.9745997e-07,-1.2296e-07,-4.2714001e-07
21,1.05,-4.4595998e-20,-5.9688e-07,-1.5654e-07,-4.6987e-07
22,1.1,-4.0887001e-20,-5.9782002e-07,-1.657e-07,-4.8586998e-07
23,1.15,-5.6104998e-20,-5.9697999e-07,-1.4973e-07,-4.8599998e-07
24,1.2,-9.38e-20,-5.9735999e-07,-1.26e-07,-4.7877e-07
25,1.25,-1.2872e-19,-5.9736999e-07,-1.1291e-07,-4.7065001e-07
26,1.3,-7.8749003e-20,-5.9745997e-07,-1.1634e-07,-4.6694001e-07
27,1.35,-9.8869997e-20,-5.9688e-07,-1.2916e-07,-4.6632999e-07
28,1.4,-6.8708e-20,-5.9782002e-07,-1.395e-07,-4.6527001e-07
29,1.45,-7.1257997e-20,-5.9698999e-07,-1.3963e-07,-4.6369999e-07
30,1.5,-7.5936001e-20,-5.9735999e-07,-1.3064999e-07,-4.6075999e-07
31,1.55,-9.7258998e-20,-2.8759999e-07,-1.2021999e-07,-4.5736999e-07
32,1.6,-7.7133002e-20,2.9451e-08,-1.1689e-07,-4.5652999e-07
33,1.65,-7.7098002e-20,-6.3633001e-07,-1.2549e-07,-4.5802e-07
34,1.7,-1.0437e-19,-2.7038999e-07,-1.4517001e-07,-4.6045e-07
35,1.75,-1.1384e-19,-1.4254999e-07,-1.6511e-07,-4.6444001e-07
36,1.8,-9.9124e-20,3.4134001e-07,-1.7412e-07,-4.6891e-07
37,1.85,-7.9155e-20,-5.0330999e-07,-1.7003001e-07,-4.7251999e-07
38,1.9,-4.3415001e-20,-2.3913e-07,-1.5881e-07,-4.7543e-07
39,1.95,-7.2290002e-20,4.9864002e-07,-1.4603e-07,-4.7584999e-07
40,2,-9.3677002e-20,2.5399001e-07,-1.3346001e-07,-4.7188001e-07
41,2.05,-6.7277998e-20,-6.5474001e-07,-1.2227e-07,-4.6336001e-07
42,2.0999999,-3.6310001e-20,-3.4422999e-07,-1.139e-07,-4.4902001e-07
43,2.1500001,-3.7282e-20,-8.8528999e-08,-1.0761e-07,-4.2696001e-07
44,2.2,-2.2886e-20,-4.0616001e-08,-9.9860998e-08,-3.9765999e-07
45,2.25,-2.7951e-21,-7.5956001e-07,-8.8267001e-08,-3.6199e-07
46,2.3,1.1855e-20,-3.9979e-07,-7.3727001e-08,-3.2233999e-07
47,2.3499999,1.3720001e-20,-5.4082e-07,-5.9800001e-08,-2.8264e-07
48,2.4000001,-1.0803e-19,4.0112001e-05,-4.8440999e-08,-2.4541001e-07
49,2.45,-2.3080001e-19,8.3589002e-05,-4.1888001e-08,-2.1557e-07
50,2.5,-8.7766996e-19,0.00016054,-3.8023e-08,-1.9322e-07
51,2.55,-1.4408e-18,0.00031366001,-3.4898999e-08,-1.7692e-07
52,2.5999999,-3.9604998e-18,0.00065841997,-3.0902999e-08,-1.6324e-07
53,2.6500001,-9.5730001e-18,0.0013062001,-2.2474e-08,-1.4435e-07
54,2.7,-7.3166003e-18,0.0021824001,1.0926e-09,-1.0241e-07
55,2.75,-7.6621997e-18,0.0032818001,6.6101997e-08,1.5942e-08
56,2.8,-9.7402999e-18,0.0051126,2.3158e-07,3.2879001e-07
57,2.8499999,1.7131e-17,0.0066636,6.1908003e-07,1.0584999e-06
58,2.9000001,3.0028e-17,0.0075671999,1.4564999e-06,2.6803e-06
59,2.95,5.9547998e-17,0.0083879,3.1938e-06,6.0722e-06
60,3,2.8510999e-16,0.0089774001,6.7531e-06,1.2903e-05
61,3.05,4.7706002e-16,0.0095127001,1.3675e-05,2.6649999e-05
62,3.0999999,7.1155998e-16,0.0098227998,2.6096999e-05,5.2659001e-05
63,3.1500001,1.2376001e-15,0.0099886004,4.6548001e-05,9.8021999e-05
64,3.2,1.5503001e-15,0.0099540995,7.8432e-05,0.00017512
65,3.25,1.4476e-15,0.0097000003,0.00012692,0.00030037001
66,3.3,2.7744001e-15,0.0092701996,0.00019987,0.00048715001
67,3.3499999,2.8912e-15,0.0088537,0.00030782001,0.00075175997
68,3.4000001,5.0069998e-15,0.0079520997,0.00046204001,0.0011094999
69,3.45,4.5149999e-15,0.0072038001,0.00066581002,0.0015485
70,3.5,4.7479e-15,0.0061209998,0.00090391998,0.0020605
71,3.55,5.3790001e-15,0.0056071002,0.0011358,0.0026509999
72,3.5999999,5.7070001e-15,0.0051074,0.0013148,0.0032673001
73,3.6500001,5.5591001e-15,0.0044376999,0.001411,0.003853
74,3.7,3.2287001e-15,0.0039222999,0.0014319,0.0043890001
75,3.75,3.809e-15,0.0034235001,0.0014134001,0.0048063002
76,3.8,3.3154e-15,0.0030359,0.0013939,0.0050992998
77,3.8499999,2.5321999e-15,0.0026630999,0.0013954,0.0053641
78,3.9000001,3.2103999e-15,0.0023131999,0.0014215,0.0056030001
79,3.95,3.1471001e-15,0.0020872001,0.0014587,0.0057676998
80,4,3.1850999e-15,0.0018335,0.0014804,0.0058558001
81,4.0500002,2.9224e-15,0.0015758,0.0014565,0.0058342
82,4.0999999,2.4843999e-15,0.0012822,0.0013684999,0.0057239002
83,4.1500001,2.3254e-15,0.001025,0.0012242,0.0055812001
84,4.1999998,1.9861e-15,0.00085786998,0.0010542,0.0054064998
85,4.25,1.8348999e-15,0.00073218998,0.00089324999,0.0051742001
86,4.3000002,1.0544e-15,0.00065765,0.00076013,0.0048941998
87,4.3499999,9.9477995e-16,0.00060407002,0.0006575,0.0045955
88,4.4000001,8.6804e-16,0.00052613002,0.00057941,0.0043004998
89,4.4499998,6.8283e-16,0.00047112,0.00051903003,0.0040130001
90,4.5,6.1355001e-16,0.00040665001,0.00046924001,0.0037404001
91,4.5500002,6.1538998e-16,0.00034080999,0.00042318,0.003484
92,4.5999999,4.6397003e-16,0.00029671,0.00037478001,0.003236
93,4.6500001,4.4830998e-16,0.00027471999,0.00032302999,0.0030081
94,4.6999998,5.0114e-16,0.00023624,0.00027146001,0.0027927
95,4.75,3.3526001e-16,0.00019991001,0.00022574,0.0025641001
96,4.8000002,2.9634999e-16,0.00017850001,0.00018844999,0.0023356001
97,4.8499999,2.7674999e-16,0.00015755001,0.00015931,0.0021265999
98,4.9000001,1.895e-16,0.00012947001,0.00013645001,0.0019337001
99,4.9499998,2.0887e-16,0.00012027,0.00011867,0.0017684
100,5,2.1414e-16,0.00011477,0.00010498,0.0016212
101,5.0500002,1.4739001e-16,0.00010372,9.4445997e-05,0.0014689
102,5.0999999,1.5124e-16,9.4853e-05,8.5694002e-05,0.0013241
103,5.1500001,1.4804e-16,8.2234998e-05,7.7629003e-05,0.0012034
104,5.1999998,9.3353003e-17,7.4978998e-05,6.9640002e-05,0.0010985
105,5.25,9.8293998e-17,7.3470001e-05,6.1872997e-05,0.0010096
106,5.3000002,7.6018997e-17,6.9125999e-05,5.4603999e-05,0.00092635001
107,5.3499999,5.2766e-17,6.4218999e-05,4.8049002e-05,0.00083387998
108,5.4000001,6.6573997e-17,5.8611e-05,4.2256001e-05,0.00074377999
109,5.4499998,5.4158999e-17,5.5891e-05,3.7305999e-05,0.00066964002
110,5.5,5.4832999e-17,5.2562998e-05,3.3175998e-05,0.00060660997
111,5.5500002,5.6825998e-17,4.898e-05,2.9803001e-05,0.00055411999
112,5.5999999,5.8308001e-17,4.4789002e-05,2.6940999e-05,0.00050556997
113,5.6500001,3.8927001e-17,4.2888001e-05,2.4384e-05,0.00045240001
114,5.6999998,4.2665999e-17,4.0133e-05,2.2065e-05,0.00040198999
115,5.75,3.2648002e-17,3.6963e-05,2.0060001e-05,0.00036244001
116,5.8000002,2.3797999e-17,3.4503999e-05,1.8397001e-05,0.00032970001
117,5.8499999,3.0179e-17,3.2799999e-05,1.7038999e-05,0.00030228999
118,5.9000001,2.5511e-17,3.0642001e-05,1.5871001e-05,0.00027660001
119,5.9499998,2.0260001e-17,2.9743e-05,1.481e-05,0.00024826999
120,6,2.2415e-17,2.8339e-05,1.3842e-05,0.00022179
121,6.0500002,2.1903e-17,2.6317e-05,1.298e-05,0.00020155001
122,6.0999999,1.6254e-17,2.4708999e-05,1.2193e-05,0.00018477
123,6.1500001,1.8379e-17,2.3799001e-05,1.1442e-05,0.00017016999
124,6.1999998,1.6172e-17,2.3355e-05,1.07e-05,0.00015603
125,6.25,1.2207e-17,2.3103999e-05,9.9729004e-06,0.00014049
126,6.3000002,1.3892e-17,2.1891999e-05,9.2959999e-06,0.00012621
127,6.3499999,1.7847001e-17,2.1098e-05,8.6845002e-06,0.00011549
128,6.4000001,1.2803e-17,2.0799e-05,8.1194003e-06,0.00010649
129,6.4499998,1.3245e-17,2.0661e-05,7.5850999e-06,9.8359997e-05
130,6.5,1.4476e-17,2.0108e-05,7.0843998e-06,9.0403999e-05
131,6.5500002,1.0444e-17,1.9900999e-05,6.6267999e-06,8.1798004e-05
132,6.5999999,1.0388e-17,1.9884001e-05,6.2262998e-06,7.4074e-05
133,6.6500001,1.3667e-17,1.9894e-05,5.8737e-06,6.8419002e-05
134,6.6999998,9.1136998e-18,1.9911e-05,5.5523001e-06,6.3639003e-05
135,6.75,9.1668999e-18,1.991e-05,5.2583e-06,5.9197999e-05
136,6.8000002,9.6830002e-18,1.9900999e-05,5.0018002e-06,5.4833999e-05
137,6.8499999,7.8329e-18,1.9900999e-05,4.7816002e-06,5.0162998e-05
138,6.9000001,9.8785002e-18,1.9907e-05,4.5953002e-06,4.6050998e-05
139,6.9499998,1.101e-17,1.9896999e-05,4.4284998e-06,4.3136999e-05
140,7,1.1749e-17,1.9904001e-05,4.2737001e-06,4.0661002e-05
141,7.0500002,1.1322e-17,1.9904001e-05,4.1331e-06,3.8302998e-05
142,7.0999999,8.7870999e-18,1.9899e-05,4.0137002e-06,3.5976002e-05
143,7.1500001,7.0539001e-18,1.9900999e-05,3.9076999e-06,3.3477001e-05
144,7.1999998,7.2214001e-18,1.9907e-05,3.8121e-06,3.1293999e-05
145,7.25,9.774e-18,1.9896001e-05,3.7218999e-06,2.9798999e-05
146,7.3000002,1.4e-17,1.9904001e-05,3.6418e-06,2.8531e-05
147,7.3499999,1.2497e-17,1.9904001e-05,3.5774001e-06,2.7323e-05
148,7.4000001,1.1222e-17,1.9899e-05,3.5311e-06,2.6157e-05
149,7.4499998,1.1849e-17,1.9900001e-05,3.4911e-06,2.4905999e-05
150,7.5,1.1332e-17,1.9907e-05,3.4540999e-06,2.3826e-05
151,7.5500002,1.1781e-17,1.9896001e-05,3.4177001e-06,2.3126e-05
152,7.5999999,1.1835e-17,1.9904001e-05,3.3860999e-06,2.2528e-05
153,7.6500001,1.1213e-17,1.9904001e-05,3.3598999e-06,2.1942e-05
154,7.6999998,9.8007999e-18,1.9899e-05,3.337e-06,2.1372e-05
155,7.75,6.8524002e-18,1.9900001e-05,3.3091001e-06,2.0732999e-05
156,7.8000002,9.3099997e-18,1.9907e-05,3.2800001e-06,2.017e-05
157,7.8499999,9.5690999e-18,1.9896001e-05,3.2536e-06,1.982e-05
158,7.9000001,7.0515997e-18,1.9904001e-05,3.2334001e-06,1.9524001e-05
159,7.9499998,9.8098004e-18,1.9904001e-05,3.2160999e-06,1.9232e-05
160,8,1.0875e-17,1.9899e-05,3.1986999e-06,1.8950999e-05
161,8.0500002,7.4529999e-18,1.9900001e-05,3.1778e-06,1.8616e-05
162,8.1000004,9.4560996e-18,1.9907e-05,3.161e-06,1.8311001e-05
163,8.1499996,1.0624e-17,1.9896001e-05,3.1503e-06,1.8131999e-05
164,8.1999998,1.1822e-17,1.9904001e-05,3.1427001e-06,1.7987e-05
165,8.25,1.1355e-17,1.9904001e-05,3.1314e-06,1.7842e-05
166,8.3000002,1.1552e-17,1.9899e-05,3.1154e-06,1.7701999e-05
167,8.3500004,1.2704e-17,1.9900001e-05,3.0973999e-06,1.7517001e-05
168,8.3999996,1.2351e-17,1.9907e-05,3.0855999e-06,1.7337001e-05
169,8.4499998,9.0614997e-18,1.9896001e-05,3.0793001e-06,1.7242e-05
170,8.5,1.0362e-17,1.9904001e-05,3.0731001e-06,1.7171e-05
171,8.5500002,1.0857e-17,1.9904001e-05,3.0634001e-06,1.7099999e-05
172,8.6000004,8.7616997e-18,1.9899e-05,3.0537001e-06,1.7031e-05
173,8.6499996,6.4297998e-18,1.9900001e-05,3.0471001e-06,1.6919001e-05
174,8.6999998,9.2698996e-18,1.9907e-05,3.0454e-06,1.6800999e-05
175,8.75,9.5097001e-18,1.9896001e-05,3.0424001e-06,1.6747001e-05
176,8.8000002,6.9483999e-18,1.9904001e-05,3.0337001e-06,1.6716e-05
177,8.8500004,9.6256998e-18,1.9904001e-05,3.0218e-06,1.6681999e-05
178,8.8999996,9.8208003e-18,1.9899e-05,3.0141e-06,1.6645999e-05
179,8.9499998,7.6019999e-18,1.9900001e-05,3.0116e-06,1.6571999e-05
180,9,9.6505003e-18,1.9907e-05,3.0113999e-06,1.6487e-05
181,9.0500002,8.4003004e-18,1.9896001e-05,3.0076001e-06,1.6455e-05
182,9.1000004,6.7690001e-18,1.9904001e-05,3.0000001e-06,1.6443e-05
183,9.1499996,1.0224e-17,1.9904001e-05,2.9943001e-06,1.6429e-05
184,9.1999998,1.2039e-17,1.9899e-05,2.9943999e-06,1.6407001e-05
185,9.25,7.6803e-18,1.9900001e-05,2.9956e-06,1.6353e-05
186,9.3000002,1.0268e-17,1.9907e-05,2.9932e-06,1.6288001e-05
187,9.3500004,8.7019996e-18,1.9896001e-05,2.9857999e-06,1.6268999e-05
188,9.3999996,6.4589e-18,1.9904001e-05,2.9782e-06,1.6268999e-05
189,9.4499998,9.9136e-18,1.9904001e-05,2.9759001e-06,1.6264999e-05
190,9.5,1.0896e-17,1.9899e-05,2.9780999e-06,1.625e-05
191,9.5500002,1.1882e-17,1.9900001e-05,2.9785001e-06,1.6205e-05
192,9.6000004,1.0132e-17,1.9907e-05,2.9751e-06,1.6153999e-05
193,9.6499996,1.1403e-17,1.9896001e-05,2.9708999e-06,1.6145001e-05
194,9.6999998,1.1755e-17,1.9904001e-05,2.9696e-06,1.6153001e-05
195,9.75,1.1147e-17,1.9904001e-05,2.971e-06,1.6153999e-05
196,9.8000002,1.1888e-17,1.9899e-05,2.9708001e-06,1.6141001e-05
197,9.8500004,7.8527002e-18,1.9900001e-05,2.966e-06,1.6100001e-05
198,9.8999996,9.5562001e-18,1.9907e-05,2.9608e-06,1.6058e-05
199,9.9499998,1.0627e-17,1.9896001e-05,2.9600001e-06,1.6058e-05
200,10,1.1513e-17,1.9904001e-05,2.9629e-06,1.6071999e-05
201,10.05,1.1248e-17,1.9904001e-05,2.9649e-06,1.6075999e-05
202,10.1,9.8834997e-18,1.9899e-05,2.9620001e-06,1.6063001e-05
203,10.15,1.1083e-17,1.9900999e-05,2.9560999e-06,1.6024e-05
204,10.2,1.1091e-17,1.9907e-05,2.9534999e-06,1.5989001e-05
205,10.25,8.7504997e-18,1.9896001e-05,2.9558e-06,1.5993999e-05
206,10.3,1.3445e-17,1.9904001e-05,2.9580999e-06,1.6012e-05
207,10.35,1.2843e-17,1.9904001e-05,2.9565999e-06,1.6018001e-05
208,10.4,1.1445e-17,1.9899e-05,2.9524999e-06,1.6002999e-05
209,10.45,1.094e-17,1.9900999e-05,2.9503001e-06,1.5965001e-05
210,10.5,1.168e-17,1.9907e-05,2.9527e-06,1.5936001e-05
211,10.55,1.0041e-17,1.9896999e-05,2.9559999e-06,1.5944001e-05
212,10.6,7.1201002e-18,1.9904001e-05,2.9547e-06,1.5964e-05
213,10.65,1.0231e-17,1.9904001e-05,2.9498001e-06,1.5972e-05
214,10.7,1.098e-17,1.9900001e-05,2.9466e-06,1.5955e-05
215,10.75,1.4222001e-17,1.9900999e-05,2.948e-06,1.5920001e-05
216,10.8,1.3197e-17,1.9908e-05,2.9514999e-06,1.5895999e-05
217,10.85,1.1532e-17,1.9898e-05,2.9518999e-06,1.5907e-05
218,10.9,1.41e-17,1.9904999e-05,2.9476e-06,1.5928001e-05
219,10.95,1.1375e-17,1.9904999e-05,2.9446001e-06,1.5934e-05
220,11,1.0724e-17,1.9900999e-05,2.9468999e-06,1.5914e-05
221,11.05,1.1331e-17,1.9903e-05,2.9516e-06,1.5881e-05
222,11.1,1.2051e-17,1.991e-05,2.9529001e-06,1.5864e-05
223,11.15,1.1319e-17,1.9900001e-05,2.9483001e-06,1.5879001e-05
224,11.2,7.926e-18,1.9908e-05,2.9419e-06,1.5899999e-05
225,11.25,9.9197997e-18,1.9908e-05,2.9406999e-06,1.5905e-05
226,11.3,9.7564001e-18,1.9904999e-05,2.9452001e-06,1.5881e-05
227,11.35,1.3727e-17,1.9907e-05,2.9488999e-06,1.5850001e-05
228,11.4,1.2354e-17,1.9913999e-05,2.9481e-06,1.5838999e-05
229,11.45,1.2214e-17,1.9904999e-05,2.9446001e-06,1.5857e-05
230,11.5,1.4413e-17,1.9913999e-05,2.9432999e-06,1.5879001e-05
231,11.55,1.2288e-17,1.9915e-05,2.9461e-06,1.5881e-05
232,11.6,1.2479e-17,1.9913001e-05,2.9487001e-06,1.5854001e-05
233,11.65,1.1916e-17,1.9916e-05,2.9465e-06,1.5826001e-05
234,11.7,1.1173e-17,1.9925001e-05,2.942e-06,1.5821e-05
235,11.75,1.096e-17,1.9917999e-05,2.9408e-06,1.5841e-05
236,11.8,7.8890002e-18,1.9928e-05,2.944e-06,1.5861e-05
237,11.85,9.0620002e-18,1.9932e-05,2.9482001e-06,1.5861e-05
238,11.9,1.1148e-17,1.9933001e-05,2.948e-06,1.5830999e-05
239,11.95,7.0088999e-18,1.994e-05,2.9434e-06,1.5805999e-05
240,12,9.5432001e-18,1.9953e-05,2.9404e-06,1.5805001e-05
241,12.05,9.4251002e-18,1.9951e-05,2.9427999e-06,1.5827e-05
242,12.1,6.868e-18,1.9969e-05,2.9467999e-06,1.5846999e-05
243,12.15,8.0738999e-18,1.9981e-05,2.9478999e-06,1.5844e-05
244,12.2,1.0069e-17,1.9992e-05,2.945e-06,1.5812e-05
245,12.25,7.7580997e-18,2.0011999e-05,2.9417999e-06,1.5789999e-05
246,12.3,1.0378e-17,2.0041e-05,2.943e-06,1.5795e-05
247,12.35,1.1059e-17,2.0059e-05,2.9471e-06,1.5817001e-05
248,12.4,1.423e-17,2.0101999e-05,2.9483001e-06,1.5836e-05
249,12.45,1.2372e-17,2.0144e-05,2.9459e-06,1.5830001e-05
250,12.5,1.1177e-17,2.0194e-05,2.9436001e-06,1.5799e-05
251,12.55,1.2511e-17,2.0261001e-05,2.9449e-06,1.5783e-05
252,12.6,1.1644e-17,2.0346e-05,2.9493001e-06,1.5793001e-05
253,12.65,1.1726e-17,2.0437999e-05,2.9521e-06,1.5817001e-05
254,12.7,1.2114e-17,2.0568001e-05,2.9503001e-06,1.5834999e-05
255,12.75,1.1457e-17,2.0714e-05,2.9483999e-06,1.5829e-05
256,12.8,1.2045e-17,2.0897e-05,2.9512e-06,1.5801001e-05
257,12.85,8.3554002e-18,2.1121001e-05,2.9573e-06,1.5793999e-05
258,12.9,1.0656e-17,2.1391999e-05,2.9620001e-06,1.5813999e-05
259,12.95,1.211e-17,2.1718e-05,2.9619e-06,1.5845e-05
260,13,7.9717e-18,2.2120999e-05,2.9598e-06,1.5868e-05
261,13.05,8.7678002e-18,2.2587999e-05,2.963e-06,1.5866999e-05
262,13.1,8.2746996e-18,2.317e-05,2.9732e-06,1.5852e-05
263,13.15,1.1142e-17,2.3856001e-05,2.9846999e-06,1.5866e-05
264,13.2,1.1659e-17,2.4666e-05,2.9932e-06,1.591e-05
265,13.25,1.1654e-17,2.5654001e-05,3.0003e-06,1.5964e-05
266,13.3,7.3170999e-18,2.6813999e-05,3.0111e-06,1.6013e-05
267,13.35,1.0693e-17,2.8140999e-05,3.0297999e-06,1.6043001e-05
268,13.4,1.2816e-17,2.9770999e-05,3.0532999e-06,1.607e-05
269,13.45,9.1770999e-18,3.1631e-05,3.0768001e-06,1.6141999e-05
270,13.5,1.2107e-17,3.3763001e-05,3.1019999e-06,1.6255e-05
271,13.55,1.41e-17,3.6339999e-05,3.1354e-06,1.6386e-05
272,13.6,1.7441001e-17,3.9269002e-05,3.1812001e-06,1.6526999e-05
273,13.65,1.5439999e-17,4.2573e-05,3.2384e-06,1.6665001e-05
274,13.7,1.5545e-17,4.6564001e-05,3.3028e-06,1.6825001e-05
275,13.75,1.4827001e-17,5.1027e-05,3.3742999e-06,1.7066999e-05
276,13.8,1.5616e-17,5.6044999e-05,3.4612999e-06,1.7384e-05
277,13.85,1.8670001e-17,6.2022002e-05,3.5715e-06,1.7748e-05
278,13.9,1.9129e-17,6.8667003e-05,3.7059001e-06,1.8164999e-05
279,13.95,1.9375999e-17,7.6030999e-05,3.8623998e-06,1.8618e-05
280,14,1.8043e-17,8.4756e-05,4.0412001e-06,1.9149e-05
281,14.05,2.6815e-17,9.4313e-05,4.2491001e-06,1.9857e-05
282,14.1,2.6383999e-17,0.00010484,4.4989001e-06,2.0719001e-05
283,14.15,2.2449999e-17,0.00011714,4.7970998e-06,2.1697e-05
284,14.2,3.4085e-17,0.00013053,5.1443999e-06,2.2824999e-05
285,14.25,3.4569999e-17,0.00014508,5.5425999e-06,2.4069001e-05
286,14.3,3.4460999e-17,0.00016195999,6.0010002e-06,2.5511999e-05
287,14.35,3.2571001e-17,0.00018009001,6.5315999e-06,2.7341999e-05
288,14.4,4.0824e-17,0.00019966,7.1498998e-06,2.9485e-05
289,14.45,4.7736001e-17,0.00022206,7.8604999e-06,3.1866999e-05
290,14.5,3.5704e-17,0.00024594,8.6673999e-06,3.4572e-05
291,14.55,4.9244001e-17,0.00027138999,9.5813002e-06,3.7541002e-05
292,14.6,5.0879999e-17,0.00030032001,1.0624e-05,4.0946001e-05
293,14.65,7.1513e-17,0.00033074,1.1807e-05,4.5147e-05
294,14.7,8.3083e-17,0.00036295,1.3146e-05,4.9934999e-05
295,14.75,7.3259999e-17,0.00039905999,1.4642e-05,5.5116001e-05
296,14.8,5.6809997e-17,0.00043677,1.6309001e-05,6.0890001e-05
297,14.85,9.5648999e-17,0.00047617001,1.8172001e-05,6.7155997e-05
298,14.9,9.7050997e-17,0.00052,2.0268e-05,7.4262003e-05
299,14.95,7.7994999e-17,0.00056518998,2.2599001e-05,8.2856001e-05
300,15,9.5775001e-17,0.00061205,2.5174e-05,9.2421004e-05
301,15.05,1.4703e-16,0.00066348002,2.7988999e-05,0.00010247
302,15.1,1.1685e-16,0.00071609998,3.1072999e-05,0.00011343
303,15.15,1.8977e-16,0.00076993997,3.4461998e-05,0.00012517
304,15.2,1.8090001e-16,0.00082855002,3.8188002e-05,0.00013833999
305,15.25,1.526e-16,0.00088770001,4.2221e-05,0.00015403
306,15.3,2.5268999e-16,0.00094773999,4.6582001e-05,0.00017112
307,15.35,2.8338001e-16,0.0010122,5.1285999e-05,0.00018852
308,15.4,3.8942999e-16,0.0010767,5.6381999e-05,0.00020705
309,15.45,3.7201999e-16,0.0011412,6.1876999e-05,0.00022662
310,15.5,2.9476e-16,0.0012098,6.7743997e-05,0.00024838999
311,15.55,2.4203e-16,0.0012774999,7.3916999e-05,0.00027396
312,15.6,3.6721001e-16,0.0013446,8.0473001e-05,0.00030111999
313,15.65,3.7191001e-16,0.0014147999,8.7478002e-05,0.00032791999
314,15.7,2.7186999e-16,0.0014833,9.4946998e-05,0.0003558
315,15.75,4.3324999e-16,0.0015502,0.00010278,0.00038496999
316,15.8,5.3014998e-16,0.0016194,0.0001109,0.00041710999
317,15.85,4.0991e-16,0.0016857,0.00011926,0.00045424001
318,15.9,5.8541999e-16,0.0017497001,0.00012806,0.00049260998
319,15.95,7.2066998e-16,0.0018145,0.00013735,0.00052911998
320,16,4.8651e-16,0.0018759,0.00014696999,0.00056638999
321,16.049999,6.4035003e-16,0.0019338001,0.00015671999,0.00060526998
322,16.1,7.1590002e-16,0.0019914,0.00016659001,0.00064771
323,16.15,5.4855002e-16,0.0020446,0.00017666,0.00069576001
324,16.200001,8.0036e-16,0.0020937,0.00018714,0.00074380997
325,16.25,8.4912999e-16,0.0021412,0.00019788,0.00078766001
326,16.299999,5.9087001e-16,0.0021837,0.00020857999,0.00083168998
327,16.35,8.0162002e-16,0.0022215999,0.00021913,0.00087769999
328,16.4,9.4156998e-16,0.0022566,0.00022972999,0.00092729001
329,16.450001,1.0636e-15,0.0022863999,0.00024043,0.00098222995
330,16.5,1.0638e-15,0.0023113,0.00025119001,0.0010351
331,16.549999,8.9365004e-16,0.0023322001,0.00026161,0.001081
332,16.6,7.4248002e-16,0.0023479001,0.00027153999,0.0011264
333,16.65,8.4428999e-16,0.0023586,0.00028126,0.001174
334,16.700001,8.2712e-16,0.0023647,0.0002911,0.0012244
335,16.75,7.1364998e-16,0.0023659,0.00030081,0.0012792
336,16.799999,7.6432997e-16,0.0023624001,0.00030998001,0.0013295
337,16.85,9.2716004e-16,0.0023536,0.00031823001,0.0013701
338,16.9,8.5699998e-16,0.0023405,0.00032575999,0.0014093
339,16.950001,1.0949e-15,0.0023231001,0.00033307,0.001451
340,17,1.1983001e-15,0.0023002999,0.00034023001,0.0014947
341,17.049999,1.5805e-15,0.0022737,0.00034667001,0.0015406
342,17.1,1.3989e-15,0.0022437,0.00035215,0.0015799
343,17.15,1.34e-15,0.0022082999,0.00035682999,0.0016079
344,17.200001,1.3581e-15,0.0021704,0.00036107001,0.0016341
345,17.25,1.2843e-15,0.0021299999,0.00036495001,0.0016627
346,17.299999,1.1029e-15,0.0020844999,0.00036795999,0.001692
347,17.35,1.1617e-15,0.0020373999,0.00036961,0.0017209999
348,17.4,1.0901e-15,0.0019886,0.00037029001,0.0017426
349,17.450001,1.2546e-15,0.0019354,0.00037063999,0.0017528
350,17.5,8.8779e-16,0.0018815,0.00037073999,0.0017619
351,17.549999,9.2741997e-16,0.0018269999,0.00037011001,0.001773
352,17.6,1.1704e-15,0.0017685,0.00036820001,0.0017831
